gene,sample,mean_high,mean_undetected,effect_high_minus_undetected
AC093159.1,sample3,0.0,0.0,0.0
TMEM17,sample3,0.0,0.0,0.0
AC092155.1,sample3,0.0,0.0,0.0
EHBP1,sample3,0.0,0.0,0.0
AC092567.2,sample3,0.0,0.0,0.0
AC092567.1,sample3,0.0,0.0,0.0
AC007098.1,sample3,0.0,0.0,0.0
OTX1,sample3,0.0,0.0,0.0
AC009501.3,sample3,0.0,0.0,0.0
WDPCP,sample3,0.13594696,0.14883077,-0.012883812
MDH1,sample3,0.36850786,0.52973205,-0.16122419
UGP2,sample3,0.16263765,0.2798819,-0.11724424
VPS54,sample3,0.061739445,0.013359163,0.04838028
AC012368.2,sample3,0.0,0.05555725,-0.05555725
PELI1,sample3,0.5042357,0.27104488,0.2331908
AC012368.1,sample3,0.0,0.04954734,-0.04954734
LINC00309,sample3,0.0,0.121055216,-0.121055216
AC114752.1,sample3,0.0,0.0,0.0
AC114752.2,sample3,0.0,0.0,0.0
LGALSL-DT,sample3,0.0,0.0,0.0
LGALSL,sample3,0.0,0.0,0.0
LINC01805,sample3,0.0,0.0,0.0
AC008074.2,sample3,0.0,0.044876195,-0.044876195
AFTPH,sample3,0.2607541,0.17120926,0.08954485
LINC02579,sample3,0.0,0.0,0.0
SERTAD2,sample3,0.13594696,0.0802947,0.05565226
AC007365.1,sample3,0.0,0.0,0.0
AC007880.1,sample3,0.0,0.0,0.0
LINC01800,sample3,0.0,0.0,0.0
LINC02245,sample3,0.036112584,0.03758792,-0.0014753342
SLC1A4,sample3,0.3007425,0.22763392,0.07310858
LINC02576,sample3,0.0,0.0,0.0
CEP68,sample3,0.031385668,0.035226025,-0.003840357
RAB1A,sample3,0.6030947,0.15922816,0.44386655
ACTR2,sample3,0.68645513,0.6616739,0.024781227
SPRED2,sample3,0.2528334,0.13341317,0.11942023
AC012370.1,sample3,0.0,0.0,0.0
AC007389.1,sample3,0.0,0.0,0.0
AC012370.2,sample3,0.0,0.0,0.0
AC007389.3,sample3,0.082577236,0.0,0.082577236
AC007389.5,sample3,0.0,0.0,0.0
AC118345.1,sample3,0.0,0.0,0.0
AC092669.1,sample3,0.0,0.0,0.0
LINC01873,sample3,0.0,0.0,0.0
MEIS1-AS3,sample3,0.0,0.0,0.0
MEIS1,sample3,0.0,0.0,0.0
MEIS1-AS2,sample3,0.0,0.0,0.0
LINC01798,sample3,0.0,0.0,0.0
LINC01797,sample3,0.0,0.0,0.0
LINC01799,sample3,0.0,0.0,0.0
LINC01628,sample3,0.0,0.0,0.0
AC007403.1,sample3,0.0,0.0,0.0
LINC01828,sample3,0.0,0.0,0.0
LINC01829,sample3,0.0,0.0,0.0
AC023115.1,sample3,0.0,0.0,0.0
ETAA1,sample3,0.036112584,0.044876195,-0.008763611
LINC02831,sample3,0.0,0.0,0.0
AC007422.1,sample3,0.0,0.0,0.0
AC010987.1,sample3,0.0,0.0,0.0
LINC01812,sample3,0.0,0.0,0.0
C1D,sample3,0.06749825,0.02315633,0.04434192
WDR92,sample3,0.0,0.0,0.0
PNO1,sample3,0.0,0.07871137,-0.07871137
PPP3R1,sample3,0.36644793,0.18914233,0.1773056
AC017083.2,sample3,0.0,0.0,0.0
AC017083.1,sample3,0.0,0.013359163,-0.013359163
CNRIP1,sample3,0.052639578,0.03170951,0.020930067
AC015969.1,sample3,0.0,0.0,0.0
PLEK,sample3,0.7607198,0.7650577,-0.004337907
FBXO48,sample3,0.0,0.0,0.0
APLF,sample3,0.0,0.0,0.0
PROKR1,sample3,0.0,0.0,0.0
ARHGAP25,sample3,0.35297325,0.2471751,0.105798155
LINC01890,sample3,0.0,0.0,0.0
LINC01888,sample3,0.0,0.0,0.0
BMP10,sample3,0.0,0.0,0.0
GKN2,sample3,0.0,0.0,0.0
GKN1,sample3,0.0,0.0,0.0
ANTXR1,sample3,0.1500755,0.05585467,0.094220825
AC114802.1,sample3,0.0,0.0,0.0
GFPT1,sample3,0.0,0.041538022,-0.041538022
NFU1,sample3,0.16633363,0.06074425,0.10558938
AAK1,sample3,0.62494475,0.49616092,0.12878382
ANXA4,sample3,0.24063146,0.3496751,-0.10904363
AC092431.1,sample3,0.0,0.0,0.0
GMCL1,sample3,0.09513941,0.013359163,0.08178024
SNRNP27,sample3,0.09000656,0.2126472,-0.12264064
MXD1,sample3,0.1591503,0.4729574,-0.3138071
ASPRV1,sample3,0.0,0.0,0.0
PCBP1-AS1,sample3,0.2523844,0.14525625,0.10712814
PCBP1,sample3,0.7808147,0.7541359,0.0266788
AC016700.3,sample3,0.0,0.0,0.0
LINC01816,sample3,0.0,0.0,0.0
C2orf42,sample3,0.0,0.0,0.0
TIA1,sample3,0.3460502,0.15596692,0.19008328
PCYOX1,sample3,0.0,0.044876195,-0.044876195
SNRPG,sample3,0.17422488,0.35543725,-0.18121237
FAM136A,sample3,0.09165206,0.28592038,-0.19426832
AC022201.2,sample3,0.0,0.0,0.0
AC022201.1,sample3,0.0,0.0,0.0
TGFA,sample3,0.0,0.07991436,-0.07991436
TGFA-IT1,sample3,0.0,0.0,0.0
ADD2,sample3,0.0,0.0,0.0
AC005234.2,sample3,0.0,0.0,0.0
AC005234.1,sample3,0.0,0.0,0.0
FIGLA,sample3,0.0,0.0,0.0
CLEC4F,sample3,0.0,0.13682434,-0.13682434
CD207,sample3,0.0,0.0,0.0
LINC01143,sample3,0.0,0.0,0.0
VAX2,sample3,0.0,0.0,0.0
ATP6V1B1,sample3,0.0,0.0,0.0
ANKRD53,sample3,0.0,0.0,0.0
TEX261,sample3,0.0,0.11076393,-0.11076393
AC007040.1,sample3,0.0,0.0,0.0
AC007881.2,sample3,0.0,0.0,0.0
NAGK,sample3,0.5686659,0.9096306,-0.34096467
AC007881.3,sample3,0.0,0.0,0.0
MCEE,sample3,0.2596006,0.0,0.2596006
AC007881.4,sample3,0.0,0.0,0.0
MPHOSPH10,sample3,0.22406393,0.09238224,0.1316817
PAIP2B,sample3,0.0,0.0,0.0
ZNF638,sample3,0.6195754,0.3522088,0.2673666
AC007878.1,sample3,0.0,0.0,0.0
DYSF,sample3,0.0,0.06693554,-0.06693554
CYP26B1,sample3,0.0,0.0,0.0
EXOC6B,sample3,0.0,0.0,0.0
SPR,sample3,0.0,0.13680133,-0.13680133
EMX1,sample3,0.0,0.0,0.0
AC012366.1,sample3,0.0,0.0,0.0
SFXN5,sample3,0.0,0.0,0.0
RAB11FIP5,sample3,0.0,0.0,0.0
AC010913.1,sample3,0.0,0.0,0.0
NOTO,sample3,0.0,0.0,0.0
SMYD5,sample3,0.0,0.0,0.0
PRADC1,sample3,0.0,0.07946668,-0.07946668
CCT7,sample3,0.17807582,0.02315633,0.15491949
FBXO41,sample3,0.09165206,0.0,0.09165206
EGR4,sample3,0.0,0.0,0.0
AC069404.1,sample3,0.0,0.0,0.0
AC074008.2,sample3,0.0,0.0,0.0
ALMS1,sample3,0.11643743,0.0629065,0.053530924
ALMS1-IT1,sample3,0.0,0.0,0.0
AC074008.1,sample3,0.0,0.0,0.0
NAT8,sample3,0.0,0.0,0.0
TPRKB,sample3,0.031385668,0.14796901,-0.11658334
AC092653.1,sample3,0.0,0.0,0.0
DUSP11,sample3,0.0,0.052908767,-0.052908767
C2orf78,sample3,0.0,0.0,0.0
AC073046.4,sample3,0.0,0.0,0.0
STAMBP,sample3,0.1478231,0.26911432,-0.12129122
AC073046.3,sample3,0.0,0.0,0.0
ACTG2,sample3,0.0,0.0,0.0
DGUOK,sample3,0.26890236,0.22408636,0.044816002
DGUOK-AS1,sample3,0.0,0.0,0.0
AC073046.1,sample3,0.0,0.0,0.0
TET3,sample3,0.036112584,0.0,0.036112584
AC073263.1,sample3,0.0,0.0,0.0
BOLA3,sample3,0.43522906,0.26833233,0.16689673
BOLA3-AS1,sample3,0.0,0.0,0.0
MOB1A,sample3,0.55134517,0.4600406,0.09130457
AC073263.2,sample3,0.0,0.0,0.0
MTHFD2,sample3,0.32072413,0.36513978,-0.044415653
SLC4A5,sample3,0.0,0.0,0.0
DCTN1,sample3,0.28236687,0.12689851,0.15546836
DCTN1-AS1,sample3,0.0,0.0,0.0
C2orf81,sample3,0.0,0.04954734,-0.04954734
AC005041.4,sample3,0.0,0.0,0.0
WDR54,sample3,0.0,0.045068674,-0.045068674
RTKN,sample3,0.0,0.013359163,-0.013359163
INO80B,sample3,0.17106992,0.013359163,0.15771076
WBP1,sample3,0.061739445,0.15715669,-0.095417246
MOGS,sample3,0.16263765,0.09327352,0.06936413
AC005041.5,sample3,0.0,0.0,0.0
MRPL53,sample3,0.0,0.0,0.0
CCDC142,sample3,0.17205954,0.013359163,0.15870038
TTC31,sample3,0.0,0.15631373,-0.15631373
LBX2,sample3,0.0,0.0,0.0
AC005041.3,sample3,0.0,0.0,0.0
LBX2-AS1,sample3,0.031385668,0.08460193,-0.053216264
PCGF1,sample3,0.031385668,0.0,0.031385668
TLX2,sample3,0.0,0.0,0.0
DQX1,sample3,0.0,0.013359163,-0.013359163
AUP1,sample3,0.47094575,0.4808414,-0.0098956525
HTRA2,sample3,0.0,0.0,0.0
LOXL3,sample3,0.09000656,0.0,0.09000656
DOK1,sample3,0.13521682,0.16719083,-0.031974018
M1AP,sample3,0.0,0.0,0.0
SEMA4F,sample3,0.0,0.0,0.0
AC007387.3,sample3,0.0,0.0,0.0
AC007387.2,sample3,0.0,0.0,0.0
AC019069.1,sample3,0.0,0.0,0.0
HK2,sample3,0.45304307,0.13362709,0.319416
LINC01291,sample3,0.0,0.0,0.0
AC104135.1,sample3,0.0,0.0,0.0
LINC01293,sample3,0.0,0.0,0.0
POLE4,sample3,0.036112584,0.21180396,-0.17569137
TACR1,sample3,0.0,0.0,0.0
AC007681.1,sample3,0.0,0.0,0.0
EVA1A,sample3,0.0,0.0,0.0
AC007099.2,sample3,0.0,0.0,0.0
AC007099.1,sample3,0.0,0.0,0.0
MRPL19,sample3,0.09473348,0.09597027,-0.0012367964
GCFC2,sample3,0.13594696,0.0,0.13594696
AC005034.3,sample3,0.0,0.0,0.0
AC005034.5,sample3,0.0,0.0,0.0
AC005034.2,sample3,0.0,0.0,0.0
AC005034.6,sample3,0.0,0.0,0.0
AC005034.4,sample3,0.0,0.0,0.0
AC110614.1,sample3,0.0,0.0,0.0
AC073091.3,sample3,0.0,0.0,0.0
AC073091.4,sample3,0.0,0.0,0.0
AC068616.2,sample3,0.0,0.0,0.0
AC068616.3,sample3,0.0,0.0,0.0
AC068616.1,sample3,0.0,0.0,0.0
LRRTM4,sample3,0.0,0.0,0.0
AC079117.2,sample3,0.0,0.0,0.0
AC079117.1,sample3,0.0,0.0,0.0
AC013716.1,sample3,0.0,0.0,0.0
AC012494.1,sample3,0.0,0.0,0.0
AC084149.1,sample3,0.0,0.0,0.0
LINC01851,sample3,0.0,0.0,0.0
AC012494.2,sample3,0.0,0.0,0.0
AC092660.1,sample3,0.0,0.0,0.0
AC092604.1,sample3,0.0,0.0,0.0
REG3G,sample3,0.0,0.0,0.0
REG1B,sample3,0.0,0.0,0.0
REG1A,sample3,0.0,0.0,0.0
REG3A,sample3,0.0,0.0,0.0
AC011754.1,sample3,0.0,0.0,0.0
CTNNA2,sample3,0.0,0.0,0.0
AC011754.2,sample3,0.0,0.0,0.0
AC010975.1,sample3,0.0,0.0,0.0
AC016716.2,sample3,0.0,0.0,0.0
LRRTM1,sample3,0.0,0.0,0.0
AC008067.1,sample3,0.0,0.0,0.0
AC012355.1,sample3,0.0,0.0,0.0
LINC01815,sample3,0.0,0.0,0.0
AC079896.1,sample3,0.0,0.0,0.0
AC010105.1,sample3,0.0,0.0,0.0
AC098817.1,sample3,0.0,0.0,0.0
LINC01809,sample3,0.0,0.0,0.0
AC106874.1,sample3,0.0,0.0,0.0
SUCLG1,sample3,0.16949052,0.19984914,-0.030358627
DNAH6,sample3,0.0,0.0,0.0
TRABD2A,sample3,0.0,0.0,0.0
TMSB10,sample3,3.6477132,3.1847646,0.46294856
AC022210.2,sample3,0.0,0.0,0.0
KCMF1,sample3,0.23687576,0.07324754,0.16362822
LINC01964,sample3,0.0,0.0,0.0
TCF7L1,sample3,0.0,0.0,0.0
TCF7L1-IT1,sample3,0.0,0.0,0.0
TGOLN2,sample3,0.3781033,0.58767235,-0.20956907
RETSAT,sample3,0.09312511,0.08258507,0.010540046
ELMOD3,sample3,0.031385668,0.049333427,-0.01794776
AC062037.2,sample3,0.0,0.0,0.0
CAPG,sample3,1.7466344,1.2612268,0.4854076
AC062037.3,sample3,0.0,0.0,0.0
SH2D6,sample3,0.0,0.0,0.0
PARTICL,sample3,0.0,0.0,0.0
MAT2A,sample3,0.42417434,0.7012546,-0.27708027
GGCX,sample3,0.031385668,0.1627582,-0.13137254
VAMP8,sample3,1.1710439,0.90241015,0.26863372
VAMP5,sample3,0.56648743,0.46121693,0.105270505
RNF181,sample3,0.4226109,0.53578293,-0.113172024
TMEM150A,sample3,0.0,0.05555725,-0.05555725
USP39,sample3,0.036112584,0.013359163,0.022753421
C2orf68,sample3,0.2700022,0.052370228,0.21763197
SFTPB,sample3,0.0,0.0,0.0
GNLY,sample3,0.0,0.0,0.0
ATOH8,sample3,0.0,0.0,0.0
AC105053.1,sample3,0.0,0.0,0.0
ST3GAL5,sample3,0.31635118,0.30746058,0.008890599
ST3GAL5-AS1,sample3,0.0,0.07991436,-0.07991436
AC012511.1,sample3,0.0,0.0,0.0
AC012511.2,sample3,0.0,0.0,0.0
POLR1A,sample3,0.11643743,0.013359163,0.10307826
PTCD3,sample3,0.17258379,0.22818208,-0.05559829
IMMT,sample3,0.1292377,0.2636972,-0.13445951
AC009309.1,sample3,0.0,0.0,0.0
MRPL35,sample3,0.0,0.1141021,-0.1141021
REEP1,sample3,0.0,0.0,0.0
KDM3A,sample3,0.0,0.122590736,-0.122590736
CHMP3,sample3,0.14549583,0.1713107,-0.025814861
AC015971.1,sample3,0.0,0.0,0.0
RNF103,sample3,0.031385668,0.05555725,-0.024171583
RMND5A,sample3,0.25949708,0.105620444,0.15387663
CD8A,sample3,0.0,0.09565881,-0.09565881
CD8B,sample3,0.0,0.013359163,-0.013359163
RGPD1,sample3,0.0,0.0,0.0
PLGLB1,sample3,0.0,0.0,0.0
AC092651.3,sample3,0.0,0.0,0.0
LINC01955,sample3,0.0,0.0,0.0
AC068279.2,sample3,0.0,0.0,0.0
IGKV3OR2-268,sample3,0.0,0.0,0.0
LINC01943,sample3,0.0,0.0,0.0
CYTOR,sample3,0.28666893,0.10780595,0.17886297
AC133644.2,sample3,0.0,0.0,0.0
PLGLB2,sample3,0.0,0.0,0.0
RGPD2,sample3,0.0,0.05555725,-0.05555725
AC108479.3,sample3,0.0,0.0,0.0
KRCC1,sample3,0.29867435,0.18202868,0.116645664
SMYD1,sample3,0.0,0.0,0.0
FABP1,sample3,0.0,0.0,0.0
THNSL2,sample3,0.0,0.0,0.0
FOXI3,sample3,0.0,0.0,0.0
TEX37,sample3,0.0,0.0,0.0
AC104134.1,sample3,0.0,0.0,0.0
EIF2AK3,sample3,0.0,0.06693554,-0.06693554
EIF2AK3-DT,sample3,0.0,0.0,0.0
AC062029.1,sample3,0.0,0.0,0.0
RPIA,sample3,0.0,0.013359163,-0.013359163
IGKC,sample3,0.23985541,0.08460193,0.15525347
IGKJ5,sample3,0.0,0.0,0.0
IGKJ4,sample3,0.0,0.0,0.0
IGKJ3,sample3,0.0,0.0,0.0
IGKJ2,sample3,0.0,0.0,0.0
IGKJ1,sample3,0.0,0.0,0.0
IGKV4-1,sample3,0.0,0.0,0.0
IGKV5-2,sample3,0.0,0.0,0.0
IGKV7-3,sample3,0.0,0.0,0.0
IGKV2-4,sample3,0.0,0.0,0.0
IGKV1-5,sample3,0.0,0.0,0.0
IGKV1-6,sample3,0.0,0.0,0.0
IGKV3-7,sample3,0.0,0.0,0.0
IGKV1-8,sample3,0.0,0.0,0.0
IGKV1-9,sample3,0.0,0.0,0.0
IGKV2-10,sample3,0.0,0.0,0.0
IGKV3-11,sample3,0.0,0.0,0.0
IGKV1-12,sample3,0.0,0.0,0.0
IGKV1-13,sample3,0.0,0.0,0.0
IGKV2-14,sample3,0.0,0.0,0.0
IGKV3-15,sample3,0.0,0.0,0.0
IGKV1-16,sample3,0.0,0.0,0.0
IGKV1-17,sample3,0.0,0.0,0.0
IGKV2-18,sample3,0.0,0.0,0.0
IGKV2-19,sample3,0.0,0.0,0.0
IGKV3-20,sample3,0.0,0.117538705,-0.117538705
IGKV6-21,sample3,0.0,0.0,0.0
IGKV1-22,sample3,0.0,0.0,0.0
IGKV2-23,sample3,0.0,0.0,0.0
IGKV2-24,sample3,0.0,0.0,0.0
IGKV3-25,sample3,0.0,0.0,0.0
IGKV2-26,sample3,0.0,0.0,0.0
IGKV1-27,sample3,0.0,0.08460193,-0.08460193
IGKV2-28,sample3,0.0,0.0,0.0
IGKV2-29,sample3,0.0,0.0,0.0
IGKV2-30,sample3,0.0,0.0,0.0
IGKV3-31,sample3,0.0,0.0,0.0
IGKV1-32,sample3,0.0,0.0,0.0
IGKV1-33,sample3,0.0,0.0,0.0
IGKV3-34,sample3,0.0,0.0,0.0
IGKV1-35,sample3,0.0,0.0,0.0
IGKV2-36,sample3,0.0,0.0,0.0
IGKV1-37,sample3,0.0,0.0,0.0
IGKV2-38,sample3,0.0,0.0,0.0
IGKV1-39,sample3,0.0,0.0,0.0
IGKV2-40,sample3,0.0,0.0,0.0
IGKV2D-40,sample3,0.0,0.0,0.0
IGKV1D-39,sample3,0.0,0.0,0.0
IGKV2D-38,sample3,0.0,0.0,0.0
IGKV1D-37,sample3,0.0,0.0,0.0
IGKV2D-36,sample3,0.0,0.0,0.0
IGKV1D-35,sample3,0.0,0.0,0.0
IGKV3D-34,sample3,0.0,0.0,0.0
IGKV1D-33,sample3,0.0,0.0,0.0
IGKV1D-32,sample3,0.0,0.0,0.0
IGKV3D-31,sample3,0.0,0.0,0.0
IGKV2D-30,sample3,0.0,0.0,0.0
IGKV2D-29,sample3,0.0,0.0,0.0
IGKV2D-28,sample3,0.0,0.0,0.0
IGKV1D-27,sample3,0.0,0.0,0.0
IGKV2D-26,sample3,0.0,0.0,0.0
IGKV3D-25,sample3,0.0,0.0,0.0
IGKV2D-24,sample3,0.0,0.0,0.0
IGKV2D-23,sample3,0.0,0.0,0.0
IGKV1D-22,sample3,0.0,0.0,0.0
IGKV6D-21,sample3,0.0,0.0,0.0
IGKV3D-20,sample3,0.0,0.0,0.0
IGKV2D-19,sample3,0.0,0.0,0.0
IGKV2D-18,sample3,0.0,0.0,0.0
IGKV6D-41,sample3,0.0,0.0,0.0
IGKV1D-17,sample3,0.0,0.0,0.0
IGKV1D-16,sample3,0.0,0.0,0.0
IGKV3D-15,sample3,0.0,0.0,0.0
IGKV2D-14,sample3,0.0,0.0,0.0
IGKV1D-13,sample3,0.0,0.0,0.0
IGKV1D-12,sample3,0.0,0.0,0.0
IGKV3D-11,sample3,0.0,0.0,0.0
IGKV2D-10,sample3,0.0,0.0,0.0
IGKV1D-42,sample3,0.0,0.0,0.0
IGKV1D-43,sample3,0.0,0.0,0.0
IGKV1D-8,sample3,0.0,0.0,0.0
IGKV3D-7,sample3,0.0,0.0,0.0
IGKV1OR2-118,sample3,0.0,0.0,0.0
AC233263.6,sample3,0.0,0.0,0.0
AC233266.2,sample3,0.0,0.0,0.0
AC027612.5,sample3,0.0,0.0,0.0
IGKV1OR2-1,sample3,0.0,0.0,0.0
AL845331.2,sample3,0.0,0.0,0.0
TEKT4,sample3,0.0,0.0,0.0
AC103563.7,sample3,0.0,0.0,0.0
MAL,sample3,0.0,0.0,0.0
AC103563.2,sample3,0.0,0.0,0.0
AC103563.9,sample3,0.0,0.0,0.0
MRPS5,sample3,0.036112584,0.23136216,-0.19524959
ZNF514,sample3,0.0,0.0,0.0
ZNF2,sample3,0.0,0.0,0.0
AC092835.1,sample3,0.0,0.05555725,-0.05555725
PROM2,sample3,0.031385668,0.013359163,0.018026505
KCNIP3,sample3,0.0,0.0,0.0
FAHD2A,sample3,0.0,0.0,0.0
TRIM43B,sample3,0.0,0.0,0.0
AC009237.14,sample3,0.0,0.0,0.0
AC009237.15,sample3,0.0,0.0,0.0
TRIM43,sample3,0.0,0.0,0.0
AC008268.1,sample3,0.0,0.0,0.0
LINC00342,sample3,0.09165206,0.17255694,-0.08090488
ANKRD36C,sample3,0.2708201,0.10305816,0.16776195
GPAT2,sample3,0.0,0.0,0.0
ADRA2B,sample3,0.0,0.0,0.0
ASTL,sample3,0.0,0.0,0.0
DUSP2,sample3,0.031385668,0.15669921,-0.12531355
AC012307.1,sample3,0.0,0.0,0.0
STARD7,sample3,0.22574043,0.36044073,-0.1347003
STARD7-AS1,sample3,0.0,0.0,0.0
TMEM127,sample3,0.0,0.2134543,-0.2134543
CIAO1,sample3,0.17771664,0.1580478,0.019668847
SNRNP200,sample3,0.24762636,0.13951546,0.108110905
AC021188.1,sample3,0.0,0.0,0.0
ITPRIPL1,sample3,0.0,0.0,0.0
NCAPH,sample3,0.0,0.013359163,-0.013359163
NEURL3,sample3,0.0,0.0,0.0
AC013270.1,sample3,0.0,0.0,0.0
ARID5A,sample3,0.11835232,0.28744024,-0.16908792
KANSL3,sample3,0.20178407,0.06269259,0.13909149
FER1L5,sample3,0.0,0.0,0.0
LMAN2L,sample3,0.0,0.0,0.0
CNNM4,sample3,0.082577236,0.067033485,0.015543751
CNNM3-DT,sample3,0.0,0.0,0.0
CNNM3,sample3,0.0,0.06891641,-0.06891641
ANKRD23,sample3,0.0,0.0,0.0
ANKRD39,sample3,0.1288494,0.20150378,-0.07265438
SEMA4C,sample3,0.0,0.14659768,-0.14659768
FAM178B,sample3,0.0,0.0,0.0
AC092636.1,sample3,0.0,0.0,0.0
IGKV2OR2-1,sample3,0.0,0.0,0.0
IGKV2OR2-2,sample3,0.0,0.0,0.0
IGKV1OR2-3,sample3,0.0,0.0,0.0
FAHD2B,sample3,0.0,0.0,0.0
ANKRD36,sample3,0.17699176,0.26505858,-0.08806682
AC159540.2,sample3,0.0,0.0,0.0
AC159540.1,sample3,0.0,0.0,0.0
IGKV1OR2-9,sample3,0.0,0.0,0.0
IGKV2OR2-10,sample3,0.0,0.0,0.0
IGKV2OR2-7D,sample3,0.0,0.0,0.0
IGKV3OR2-5,sample3,0.0,0.0,0.0
IGKV1OR2-6,sample3,0.0,0.0,0.0
IGKV2OR2-7,sample3,0.0,0.0,0.0
IGKV2OR2-8,sample3,0.0,0.0,0.0
IGKV1OR2-11,sample3,0.0,0.0,0.0
AC092683.1,sample3,0.15438269,0.0,0.15438269
AC092683.2,sample3,0.0,0.0,0.0
ANKRD36B,sample3,0.28750736,0.14901863,0.13848872
AC017099.2,sample3,0.0,0.0,0.0
COX5B,sample3,1.1010664,0.8281153,0.27295107
ACTR1B,sample3,0.23758367,0.013359163,0.22422451
C2orf92,sample3,0.0,0.0,0.0
ZAP70,sample3,0.0,0.083122715,-0.083122715
TMEM131,sample3,0.12735145,0.37291282,-0.24556138
VWA3B,sample3,0.0,0.0,0.0
AC092675.1,sample3,0.0,0.0,0.0
CNGA3,sample3,0.0,0.0,0.0
AC092675.2,sample3,0.0,0.0,0.0
INPP4A,sample3,0.09000656,0.17580664,-0.08580008
COA5,sample3,0.23402934,0.13834661,0.095682725
UNC50,sample3,0.17579684,0.1369885,0.03880833
MGAT4A,sample3,0.4186248,0.47001106,-0.051386267
LINC02611,sample3,0.5056438,0.045068674,0.4605751
KIAA1211L,sample3,0.11437902,0.049333427,0.065045595
TSGA10,sample3,0.0,0.0,0.0
C2orf15,sample3,0.0,0.0,0.0
AC079447.1,sample3,0.0,0.0,0.0
LIPT1,sample3,0.036112584,0.0,0.036112584
MITD1,sample3,0.09079246,0.10225951,-0.011467047
MRPL30,sample3,0.0,0.08044542,-0.08044542
LYG2,sample3,0.0,0.0,0.0
LYG1,sample3,0.09165206,0.0,0.09165206
TXNDC9,sample3,0.12652507,0.04954734,0.07697773
EIF5B,sample3,0.5674681,0.338704,0.22876412
REV1,sample3,0.036112584,0.11812373,-0.08201115
AC018690.1,sample3,0.13594696,0.0,0.13594696
AFF3,sample3,0.0,0.013359163,-0.013359163
AC092667.1,sample3,0.0,0.0,0.0
LINC01104,sample3,0.0,0.0,0.0
LONRF2,sample3,0.0,0.0,0.0
CHST10,sample3,0.0,0.013359163,-0.013359163
NMS,sample3,0.0,0.0,0.0
PDCL3,sample3,0.17205954,0.013359163,0.15870038
LINC01849,sample3,0.0,0.0,0.0
AC092845.1,sample3,0.0,0.0,0.0
LINC01868,sample3,0.0,0.0,0.0
AC092168.1,sample3,0.0,0.0,0.0
AC092168.3,sample3,0.0,0.0,0.0
NPAS2,sample3,0.0,0.0,0.0
AC092168.2,sample3,0.0,0.0,0.0
AC016738.2,sample3,0.0,0.0,0.0
AC016738.1,sample3,0.0,0.0,0.0
RPL31,sample3,1.2599187,1.2819356,-0.022016883
TBC1D8,sample3,0.2814428,0.15423445,0.12720834
TBC1D8-AS1,sample3,0.0,0.0,0.0
CNOT11,sample3,0.031385668,0.29807273,-0.26668707
RNF149,sample3,0.48926264,0.90591425,-0.4166516
CREG2,sample3,0.0,0.0,0.0
RFX8,sample3,0.0,0.0,0.0
LINC01870,sample3,0.0,0.0,0.0
AC093894.1,sample3,0.0,0.0,0.0
AC093894.2,sample3,0.0,0.0,0.0
MAP4K4,sample3,0.38818195,0.27087772,0.117304236
LINC01127,sample3,0.0,0.0,0.0
IL1R2,sample3,0.0,0.0,0.0
AC007271.1,sample3,0.0,0.0,0.0
IL1R1,sample3,0.0,0.0,0.0
IL1R1-AS1,sample3,0.0,0.0,0.0
IL1RL2,sample3,0.0,0.0,0.0
IL1RL1,sample3,0.0,0.0,0.0
IL18R1,sample3,0.0,0.0,0.0
IL18RAP,sample3,0.0,0.0,0.0
AC007278.2,sample3,0.0,0.0,0.0
AC007278.1,sample3,0.0,0.0,0.0
SLC9A4,sample3,0.0,0.0,0.0
SLC9A2,sample3,0.0,0.0,0.0
MFSD9,sample3,0.0,0.0,0.0
TMEM182,sample3,0.0,0.0,0.0
LINC01796,sample3,0.0,0.0,0.0
LINC01935,sample3,0.0,0.0,0.0
AC108051.1,sample3,0.0,0.0,0.0
AC073987.1,sample3,0.0,0.0,0.0
AC011593.1,sample3,0.0,0.0,0.0
AC013727.1,sample3,0.0,0.0,0.0
AC013727.2,sample3,0.0,0.0,0.0
LINC01965,sample3,0.0,0.0,0.0
AC096554.1,sample3,0.0,0.0,0.0
AC068535.1,sample3,0.0,0.0,0.0
LINC01831,sample3,0.0,0.0,0.0
AC068535.2,sample3,0.0,0.0,0.0
LINC01102,sample3,0.0,0.0,0.0
LINC01103,sample3,0.0,0.0,0.0
AC013402.2,sample3,0.0,0.0,0.0
AC013402.3,sample3,0.0,0.0,0.0
PANTR1,sample3,0.0,0.0,0.0
AC013402.1,sample3,0.0,0.0,0.0
AC068057.1,sample3,0.0,0.0,0.0
LINC01114,sample3,0.0,0.0,0.0
AC018730.1,sample3,0.0,0.0,0.0
POU3F3,sample3,0.0,0.0,0.0
LINC01159,sample3,0.0,0.0,0.0
AC010884.2,sample3,0.0,0.0,0.0
AC010884.1,sample3,0.0,0.0,0.0
MRPS9,sample3,0.09513941,0.16443214,-0.06929273
AC104655.1,sample3,0.0,0.0,0.0
LINC01918,sample3,0.0,0.0,0.0
GPR45,sample3,0.0,0.0,0.0
AC012360.2,sample3,0.0,0.0,0.0
TGFBRAP1,sample3,0.151746,0.21549979,-0.06375378
AC012360.1,sample3,0.0,0.0,0.0
AC012360.3,sample3,0.0,0.0,0.0
C2orf49,sample3,0.390671,0.16054243,0.23012859
FHL2,sample3,0.0,0.0,0.0
AC108058.1,sample3,0.0,0.0,0.0
