gene,sample,mean_high,mean_undetected,effect_high_minus_undetected
PRKCZ,sample5,0.007079034,0.024675718,-0.017596684
AL590822.2,sample5,0.0,0.0,0.0
PRKCZ-AS1,sample5,0.0032957406,0.0,0.0032957406
FAAP20,sample5,0.45360765,0.3732811,0.08032656
AL590822.1,sample5,0.0,0.0,0.0
SKI,sample5,0.19549078,0.15740702,0.038083762
AL590822.3,sample5,0.0036889277,0.0,0.0036889277
MORN1,sample5,0.008209296,0.005010879,0.0031984164
AL589739.1,sample5,0.0,0.0,0.0
AL513477.2,sample5,0.0,0.0018573325,-0.0018573325
RER1,sample5,0.35709992,0.42569807,-0.06859815
PEX10,sample5,0.05234545,0.053110335,-0.00076488405
PLCH2,sample5,0.0,0.0011898085,-0.0011898085
AL139246.1,sample5,0.0,0.0,0.0
AL139246.4,sample5,0.0,0.0,0.0
PANK4,sample5,0.023250088,0.047049858,-0.02379977
HES5,sample5,0.0,0.0,0.0
AL139246.5,sample5,0.008628792,0.012540374,-0.003911582
TNFRSF14-AS1,sample5,0.030627199,0.026484797,0.0041424017
TNFRSF14,sample5,0.41130453,0.53377557,-0.122471035
AL139246.3,sample5,0.0,0.0011194268,-0.0011194268
PRXL2B,sample5,0.029016245,0.03793926,-0.0089230165
MMEL1,sample5,0.0015681757,0.00689157,-0.005323394
AL831784.1,sample5,0.0,0.0,0.0
TTC34,sample5,0.01018979,0.0018566794,0.008333111
AC242022.2,sample5,0.0,0.0013586772,-0.0013586772
AC242022.1,sample5,0.0,0.0,0.0
AL592464.2,sample5,0.0,0.0,0.0
AL592464.3,sample5,0.0,0.0,0.0
AL592464.1,sample5,0.0,0.0,0.0
AL589702.1,sample5,0.0,0.0,0.0
ACTRT2,sample5,0.0,0.0,0.0
PRDM16-DT,sample5,0.0,0.0,0.0
PRDM16,sample5,0.0,0.0,0.0
AL008733.1,sample5,0.0,0.0,0.0
AL590438.1,sample5,0.0016662689,0.0012960234,0.00037024554
AL354743.2,sample5,0.0,0.0,0.0
AL354743.1,sample5,0.0,0.0,0.0
ARHGEF16,sample5,0.0072548487,0.007207147,4.7701877e-05
AL512413.1,sample5,0.0,0.0,0.0
MEGF6,sample5,0.0935603,0.06779027,0.02577003
AL513320.1,sample5,0.0,0.0015776017,-0.0015776017
TPRG1L,sample5,0.090932906,0.0697949,0.021138005
WRAP73,sample5,0.0743644,0.08051784,-0.006153442
TP73,sample5,0.0010355973,0.00086058344,0.00017501385
AL136528.1,sample5,0.0,0.0,0.0
AL136528.2,sample5,0.0,0.0,0.0
CCDC27,sample5,0.0,0.0,0.0
SMIM1,sample5,0.025240686,0.02503322,0.00020746514
LRRC47,sample5,0.086876124,0.085287996,0.0015881285
AL365330.1,sample5,0.0,0.0007903473,-0.0007903473
CEP104,sample5,0.086331375,0.0789686,0.0073627755
DFFB,sample5,0.027659303,0.015565488,0.012093815
C1orf174,sample5,0.09481573,0.09729507,-0.0024793372
LINC01134,sample5,0.0047356235,0.0017970527,0.002938571
LINC01346,sample5,0.0,0.0,0.0
LINC01345,sample5,0.0,0.0,0.0
LINC02780,sample5,0.0,0.0,0.0
AL805961.1,sample5,0.0,0.0,0.0
LINC01777,sample5,0.0,0.0,0.0
AL355602.1,sample5,0.0,0.0,0.0
Z98747.1,sample5,0.0,0.0,0.0
LINC01646,sample5,0.0,0.0,0.0
AJAP1,sample5,0.0,0.0,0.0
Z98886.1,sample5,0.0,0.0,0.0
BX005132.1,sample5,0.0,0.0,0.0
LINC02781,sample5,0.0,0.0,0.0
LINC02782,sample5,0.0,0.0,0.0
AL139823.1,sample5,0.0,0.0,0.0
Z98259.3,sample5,0.0,0.0,0.0
Z98259.2,sample5,0.0,0.0,0.0
Z98259.1,sample5,0.0,0.0,0.0
AL365255.1,sample5,0.0,0.0,0.0
NPHP4,sample5,0.026967973,0.02777741,-0.00080943666
KCNAB2,sample5,0.39907384,0.33540848,0.06366536
CHD5,sample5,0.0,0.0,0.0
RPL22,sample5,1.9682477,1.9453593,0.022888303
AL031847.1,sample5,0.0,0.00074325915,-0.00074325915
RNF207,sample5,0.004608669,0.0027106437,0.0018980252
ICMT,sample5,0.08572552,0.08837666,-0.00265114
LINC00337,sample5,0.0,0.0013180443,-0.0013180443
HES3,sample5,0.0,0.0,0.0
GPR153,sample5,0.001240347,0.0038548252,-0.002614478
ACOT7,sample5,0.0273462,0.021947136,0.005399063
AL031848.2,sample5,0.0011372142,0.0010316075,0.00010560674
HES2,sample5,0.0,0.0046619223,-0.0046619223
ESPN,sample5,0.0,0.0,0.0
AL031848.1,sample5,0.0,0.0,0.0
TNFRSF25,sample5,0.0,0.002719928,-0.002719928
PLEKHG5,sample5,0.0,0.00057435845,-0.00057435845
NOL9,sample5,0.039126627,0.051717144,-0.012590516
TAS1R1,sample5,0.0,0.0,0.0
ZBTB48,sample5,0.09875339,0.094084784,0.0046686083
KLHL21,sample5,0.028282916,0.044355758,-0.016072841
PHF13,sample5,0.016065354,0.019971894,-0.0039065406
THAP3,sample5,0.045738693,0.050859477,-0.005120784
DNAJC11,sample5,0.06792273,0.070016354,-0.0020936206
LINC01672,sample5,0.0,0.0,0.0
AL591163.1,sample5,0.0,0.0,0.0
CAMTA1-DT,sample5,0.0,0.0023109887,-0.0023109887
CAMTA1,sample5,0.35909536,0.36800322,-0.008907855
AL512330.1,sample5,0.0,0.0,0.0
CAMTA1-IT1,sample5,0.0,0.0,0.0
Z97987.1,sample5,0.0,0.0,0.0
AL365194.1,sample5,0.0,0.0,0.0
AL359881.3,sample5,0.0,0.0,0.0
AL359881.2,sample5,0.0,0.0,0.0
AL359881.1,sample5,0.00089514523,0.0,0.00089514523
VAMP3,sample5,0.29684556,0.33032644,-0.033480883
Z98884.2,sample5,0.0,0.0,0.0
PER3,sample5,0.16491982,0.115578935,0.04934089
Z98884.1,sample5,0.0,0.0018542976,-0.0018542976
UTS2,sample5,0.0022796579,0.0029230244,-0.0006433665
TNFRSF9,sample5,0.01679208,0.037594374,-0.020802295
PARK7,sample5,0.6324566,0.66149086,-0.029034257
AL034417.4,sample5,0.0,0.0009022513,-0.0009022513
AL034417.3,sample5,0.0,0.0,0.0
ERRFI1,sample5,0.015003456,0.029051293,-0.014047837
AL034417.2,sample5,0.0,0.0,0.0
LINC01714,sample5,0.0,0.0,0.0
AL358876.2,sample5,0.0,0.0,0.0
SLC45A1,sample5,0.008097979,0.0056075216,0.0024904576
RERE,sample5,0.21215275,0.19776884,0.014383912
RERE-AS1,sample5,0.0031146056,0.0027252757,0.00038932986
AL357552.2,sample5,0.0,0.0,0.0
ENO1,sample5,1.2827444,1.2117001,0.071044326
ENO1-AS1,sample5,0.0,0.0007066687,-0.0007066687
CA6,sample5,0.0,0.0,0.0
SLC2A7,sample5,0.0,0.0,0.0
SLC2A5,sample5,0.18257387,0.11531014,0.06726373
GPR157,sample5,0.0066715004,0.009454617,-0.002783117
MIR34AHG,sample5,0.057805244,0.04959761,0.008207634
LNCTAM34A,sample5,0.020990051,0.035406567,-0.014416516
H6PD,sample5,0.09246654,0.11072588,-0.018259339
SPSB1,sample5,0.012600727,0.015813487,-0.0032127593
BX323043.1,sample5,0.0,0.0,0.0
LINC02606,sample5,0.009225088,0.0032554069,0.0059696813
AL928921.1,sample5,0.0,0.0,0.0
SLC25A33,sample5,0.050637126,0.059800282,-0.009163156
TMEM201,sample5,0.02272193,0.013933424,0.008788506
PIK3CD,sample5,0.22852734,0.18259709,0.04593025
PIK3CD-AS1,sample5,0.006215103,0.0008307806,0.0053843223
PIK3CD-AS2,sample5,0.0,0.0008879491,-0.0008879491
CLSTN1,sample5,0.19718048,0.15266123,0.044519246
CTNNBIP1,sample5,0.19240135,0.19520052,-0.0027991682
AL357140.1,sample5,0.0,0.0,0.0
AL357140.4,sample5,0.0008494859,0.0012816563,-0.0004321704
LZIC,sample5,0.17677139,0.16701849,0.009752899
AL357140.2,sample5,0.0,0.002121622,-0.002121622
NMNAT1,sample5,0.04647826,0.03952993,0.0069483295
AL603962.1,sample5,0.0,0.0,0.0
RBP7,sample5,0.024250733,0.017737782,0.006512951
UBE4B,sample5,0.07617911,0.084861316,-0.008682206
KIF1B,sample5,0.2103078,0.18304552,0.027262285
AL139424.3,sample5,0.0,0.0,0.0
AL139424.2,sample5,0.005970641,0.0028870201,0.003083621
PGD,sample5,0.25508544,0.280044,-0.02495855
AL139424.1,sample5,0.0,0.0,0.0
CENPS,sample5,0.021581149,0.01360423,0.0079769185
CORT,sample5,0.0,0.0,0.0
DFFA,sample5,0.08930826,0.06596806,0.023340203
AL354956.1,sample5,0.0,0.0,0.0
PEX14,sample5,0.031704366,0.052688893,-0.020984527
AL139423.2,sample5,0.0,0.0,0.0
CASZ1,sample5,0.019224025,0.0076332595,0.011590766
AL139423.1,sample5,0.0,0.0013280661,-0.0013280661
C1orf127,sample5,0.019470356,0.02183663,-0.0023662727
TARDBP,sample5,0.26937324,0.23102526,0.038347974
MASP2,sample5,0.0,0.0,0.0
AL109811.2,sample5,0.01875422,0.008982695,0.009771525
SRM,sample5,0.26866132,0.27437904,-0.0057177246
EXOSC10,sample5,0.16269965,0.16620775,-0.003508091
AL109811.1,sample5,0.0010213986,0.0,0.0010213986
EXOSC10-AS1,sample5,0.0,0.00076192856,-0.00076192856
MTOR,sample5,0.08580831,0.0872548,-0.001446493
MTOR-AS1,sample5,0.0,0.0,0.0
ANGPTL7,sample5,0.0,0.0,0.0
UBIAD1,sample5,0.06911615,0.05805184,0.011064313
AL031291.1,sample5,0.0,0.0,0.0
DISP3,sample5,0.0,0.0,0.0
AL590989.1,sample5,0.0,0.0,0.0
LINC01647,sample5,0.0,0.0,0.0
AL031731.1,sample5,0.0,0.0,0.0
FBXO2,sample5,0.0014718812,0.00058783736,0.0008840438
FBXO44,sample5,0.07217672,0.05554427,0.016632449
FBXO6,sample5,0.07314987,0.096923694,-0.023773827
MAD2L2,sample5,0.10036841,0.07245821,0.027910203
DRAXIN,sample5,0.0,0.0019188921,-0.0019188921
AGTRAP,sample5,0.31930044,0.39794558,-0.07864514
C1orf167,sample5,0.0,0.0008538175,-0.0008538175
AL953897.1,sample5,0.0,0.0,0.0
MTHFR,sample5,0.16948798,0.13950545,0.029982537
CLCN6,sample5,0.118003495,0.10861415,0.009389348
NPPA,sample5,0.0,0.0,0.0
NPPB,sample5,0.0,0.0,0.0
AL021155.5,sample5,0.03590156,0.028874617,0.0070269443
KIAA2013,sample5,0.18017222,0.20619342,-0.026021197
PLOD1,sample5,0.19235791,0.16392165,0.028436258
AL096840.2,sample5,0.0,0.0,0.0
MFN2,sample5,0.15837507,0.14377183,0.014603242
MIIP,sample5,0.27689877,0.24745446,0.029444307
TNFRSF8,sample5,0.0059871757,0.0031733138,0.002813862
AL357835.1,sample5,0.0,0.0,0.0
TNFRSF1B,sample5,0.5033133,0.5102623,-0.0069490075
VPS13D,sample5,0.15789543,0.10740835,0.05048708
LINC02766,sample5,0.0011033195,0.0,0.0011033195
DHRS3,sample5,0.2655706,0.2883468,-0.022776186
AC254633.1,sample5,0.005395109,0.0009662999,0.004428809
AADACL4,sample5,0.0,0.0,0.0
AADACL3,sample5,0.0,0.0,0.0
C1orf158,sample5,0.0,0.0,0.0
PRAMEF12,sample5,0.0,0.0,0.0
PRAMEF1,sample5,0.0,0.0,0.0
LINC01784,sample5,0.0,0.0,0.0
PRAMEF11,sample5,0.0,0.0,0.0
HNRNPCL1,sample5,0.0,0.0,0.0
PRAMEF2,sample5,0.0,0.0,0.0
PRAMEF4,sample5,0.0,0.0,0.0
PRAMEF10,sample5,0.0,0.0,0.0
PRAMEF7,sample5,0.0,0.0,0.0
PRAMEF6,sample5,0.0,0.0,0.0
PRAMEF27,sample5,0.0,0.0,0.0
HNRNPCL3,sample5,0.0,0.0,0.0
PRAMEF25,sample5,0.0,0.0,0.0
HNRNPCL2,sample5,0.0,0.0,0.0
AC245056.1,sample5,0.0,0.0,0.0
PRAMEF26,sample5,0.0,0.0,0.0
HNRNPCL4,sample5,0.0,0.0,0.0
PRAMEF9,sample5,0.0,0.0,0.0
PRAMEF13,sample5,0.0,0.0,0.0
PRAMEF18,sample5,0.0,0.0,0.0
PRAMEF5,sample5,0.0,0.0,0.0
PRAMEF8,sample5,0.0,0.0,0.0
PRAMEF33,sample5,0.0,0.0,0.0
PRAMEF15,sample5,0.0,0.0,0.0
AC243961.1,sample5,0.0,0.0,0.0
PRAMEF14,sample5,0.0,0.0,0.0
PRAMEF19,sample5,0.0,0.0,0.0
PRAMEF17,sample5,0.0,0.0,0.0
PRAMEF20,sample5,0.0,0.0,0.0
LRRC38,sample5,0.0,0.0,0.0
AL354712.1,sample5,0.0,0.0,0.0
PDPN,sample5,0.22796887,0.19588563,0.032083243
AL359771.1,sample5,0.0,0.0,0.0
PRDM2,sample5,0.1435794,0.16708797,-0.023508579
KAZN,sample5,0.0,0.0,0.0
AL357873.1,sample5,0.0012294666,0.0,0.0012294666
KAZN-AS1,sample5,0.0,0.0,0.0
AL031293.1,sample5,0.0,0.0,0.0
TMEM51-AS1,sample5,0.03996021,0.041436583,-0.0014763735
TMEM51,sample5,0.48133978,0.4673136,0.014026195
C1orf195,sample5,0.0,0.0,0.0
FHAD1,sample5,0.04609278,0.038311657,0.007781122
AL031283.2,sample5,0.0,0.0,0.0
AL031283.3,sample5,0.0,0.0,0.0
AL031283.1,sample5,0.0,0.0015475755,-0.0015475755
EFHD2,sample5,0.43734857,0.4333934,0.0039551854
CTRC,sample5,0.0,0.0,0.0
CELA2A,sample5,0.0,0.0,0.0
CELA2B,sample5,0.0,0.0,0.0
CASP9,sample5,0.07347346,0.05301675,0.020456713
DNAJC16,sample5,0.045166023,0.05924296,-0.014076937
AL121992.3,sample5,0.0,0.0,0.0
AGMAT,sample5,0.01829771,0.01021717,0.008080539
AL121992.1,sample5,0.0,0.0,0.0
DDI2,sample5,0.08815525,0.07686247,0.011292778
RSC1A1,sample5,0.0,0.0,0.0
AL121992.2,sample5,0.0015596811,0.0,0.0015596811
PLEKHM2,sample5,0.39573926,0.34313267,0.052606583
AL450998.3,sample5,0.0,0.0,0.0
SLC25A34,sample5,0.036437206,0.032107174,0.0043300316
SLC25A34-AS1,sample5,0.0,0.0,0.0
TMEM82,sample5,0.0,0.0,0.0
FBLIM1,sample5,0.0,0.0,0.0
UQCRHL,sample5,0.012186155,0.01507357,-0.0028874157
AL450998.2,sample5,0.07500176,0.07462209,0.00037967414
SPEN,sample5,0.2984662,0.26555517,0.032911032
ZBTB17,sample5,0.09510984,0.07758111,0.017528735
SRARP,sample5,0.0,0.0,0.0
AL355994.3,sample5,0.0,0.0,0.0
HSPB7,sample5,0.005292534,0.011685945,-0.006393411
CLCNKA,sample5,0.005637205,0.0012392848,0.0043979203
CLCNKB,sample5,0.0,0.0,0.0
FAM131C,sample5,0.0,0.0,0.0
EPHA2,sample5,0.03316314,0.01787971,0.015283432
AL451042.2,sample5,0.0060934965,0.001563407,0.0045300894
AL451042.1,sample5,0.0,0.0,0.0
ARHGEF19-AS1,sample5,0.0,0.0,0.0
ARHGEF19,sample5,0.0147580905,0.0254147,-0.010656609
AL109627.1,sample5,0.0019812153,0.0,0.0019812153
CPLANE2,sample5,0.012491995,0.010876325,0.0016156696
FBXO42,sample5,0.11784868,0.12990181,-0.012053132
SZRD1,sample5,0.35089302,0.33362332,0.0172697
SPATA21,sample5,0.0,0.0,0.0
NECAP2,sample5,0.34487048,0.34458736,0.00028312206
LINC01772,sample5,0.0009142124,0.0,0.0009142124
AL137802.2,sample5,0.0022508402,0.00084176444,0.0014090757
AL137802.1,sample5,0.0,0.0,0.0
LINC01783,sample5,0.0,0.0008386815,-0.0008386815
NBPF1,sample5,0.10587208,0.11045888,-0.004586801
AL137798.1,sample5,0.0,0.0,0.0
AL137798.2,sample5,0.0,0.0,0.0
AL021920.1,sample5,0.0,0.0,0.0
AL021920.3,sample5,0.0,0.0,0.0
CROCC,sample5,0.08213578,0.046310734,0.035825048
BX284668.1,sample5,0.0,0.0,0.0
BX284668.2,sample5,0.0,0.0,0.0
BX284668.5,sample5,0.21662274,0.27213547,-0.055512726
BX284668.6,sample5,0.0017861215,0.0008491612,0.00093696034
MFAP2,sample5,0.0,0.0016339506,-0.0016339506
AL049569.2,sample5,0.0,0.0,0.0
AL049569.1,sample5,0.0,0.0,0.0
ATP13A2,sample5,0.09475171,0.06305308,0.03169863
SDHB,sample5,0.3039374,0.3465165,-0.042579085
PADI2,sample5,0.097509444,0.116447076,-0.018937632
LINC02783,sample5,0.0,0.0,0.0
AL590644.1,sample5,0.0,0.0,0.0
PADI1,sample5,0.0,0.0,0.0
PADI3,sample5,0.0,0.0,0.0
PADI4,sample5,0.0,0.0032227354,-0.0032227354
PADI6,sample5,0.0,0.0,0.0
RCC2-AS1,sample5,0.0,0.0,0.0
RCC2,sample5,0.32707745,0.27068284,0.056394607
ARHGEF10L,sample5,0.22279266,0.20740432,0.01538834
LINC02810,sample5,0.0,0.0008847109,-0.0008847109
ACTL8,sample5,0.0,0.0,0.0
AL357509.1,sample5,0.0,0.0,0.0
LINC01654,sample5,0.0,0.0,0.0
IGSF21,sample5,0.5399654,0.5635374,-0.023572028
IGSF21-AS1,sample5,0.0,0.0,0.0
AL591896.1,sample5,0.0,0.0,0.0
KLHDC7A,sample5,0.0,0.0,0.0
PAX7,sample5,0.0,0.0,0.0
TAS1R2,sample5,0.0,0.0,0.0
ALDH4A1,sample5,0.029620437,0.02599137,0.003629066
IFFO2,sample5,0.017208211,0.009651756,0.007556455
AL137127.1,sample5,0.010878151,0.0016384169,0.009239734
UBR4,sample5,0.28032333,0.21605659,0.06426674
EMC1-AS1,sample5,0.0043151644,0.004651939,-0.00033677462
EMC1,sample5,0.086844966,0.058166824,0.028678142
MRTO4,sample5,0.09344722,0.08391448,0.009532742
AKR7A3,sample5,0.0016296515,0.004013855,-0.0023842035
AKR7A2,sample5,0.16825412,0.1585995,0.009654626
SLC66A1,sample5,0.05765008,0.07101139,-0.013361305
CAPZB,sample5,1.1628472,1.037379,0.12546813
MICOS10,sample5,0.887015,0.863146,0.023868978
AL031727.2,sample5,0.0,0.0,0.0
NBL1,sample5,0.042733006,0.027887788,0.0148452185
HTR6,sample5,0.0,0.0,0.0
TMCO4,sample5,0.05894513,0.049392067,0.009553064
RNF186,sample5,0.0,0.0,0.0
AL391883.1,sample5,0.0,0.0,0.0
OTUD3,sample5,0.008820524,0.012818774,-0.00399825
PLA2G2E,sample5,0.0,0.0,0.0
PLA2G2A,sample5,0.0,0.0,0.0
PLA2G5,sample5,0.0,0.0,0.0
PLA2G2D,sample5,0.0050686672,0.0017798137,0.0032888534
PLA2G2F,sample5,0.0,0.0,0.0
Z98257.1,sample5,0.0020387822,0.002680895,-0.0006421127
PLA2G2C,sample5,0.0,0.0,0.0
UBXN10-AS1,sample5,0.0,0.0033906433,-0.0033906433
UBXN10,sample5,0.0,0.0033937618,-0.0033937618
LINC01757,sample5,0.0,0.0,0.0
Z98257.2,sample5,0.0,0.0,0.0
VWA5B1,sample5,0.0,0.0,0.0
AL020998.1,sample5,0.0,0.0,0.0
LINC01141,sample5,0.0,0.0,0.0
AL139254.1,sample5,0.0,0.0,0.0
AL139254.2,sample5,0.0,0.0,0.0
AL139254.3,sample5,0.0,0.0,0.0
CAMK2N1,sample5,0.0,0.0,0.0
